PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
265956316,21207660,99,2021-11-10T12:00:00,"1100 Block W Carson St Pittsburgh, PA 15219",N,South Shore,3,FOUND PROPERTY,9489 Found Property,1921,3,3,-79.9874853592828,40.4287268621767
265996488,21204410,0,2021-11-09T15:46:00,"Forbes Ave & East End Ave Pittsburgh, PA 15221",N,Point Breeze,4,99,1786 Required Financial Responsibility.,1406,9,3,-79.8964873374689,40.4397340065536
265996526,21207870,0,2021-11-15T15:38:00,"300 Block Oakland Ave Pittsburgh, PA 15213",N,Central Oakland,4,99,9999 9999 - (Misc. Incident): Damage to Door Handle,405,3,3,-79.9549414624995,40.4399211032924
266003337,21207951,99,2021-11-15T19:00:00,"2200 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2902,4,3,-79.9869130439349,40.3911850619477
266031878,21208199,6,2021-11-16T06:20:00,"500 Block Gearing Ave Pittsburgh, PA 15210",N,Beltzhoover,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1809,3,5,-80.005450083108,40.418128698538
-3394241901,21208296,10,2021-11-16T11:02:00,"30 Block Almeda St Pittsburgh, PA 15207",N,Hazelwood,4,TERRORISTIC THREATS,"2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1515,5,3,-79.9405609066625,40.4030304833634
266052365,21208285,27,2021-11-16T06:01:00,"46th St & Plummer St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,901,7,2,-79.9602337400094,40.4738391523634
265150568,21200848,9,2021-11-03T12:15:00,"200 Block East Ohio St Pittsburgh, PA 15212",Y,Allegheny Center,1,TAMPER WITH/FAB PHYS EVIDENCE,"4910 Tampering with or Fabricating Physical Evidence. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 5126 Flight to Avoid Apprehension, Trial or Punishment.",2204,,,0,0
265280141,21201474,0,2021-11-04T12:43:00,"East Ohio St (RT 28 North) Ramp & East Ohio St Ramp Pittsburgh, PA 15212",N,Troy Hill,1,99,3323 Stop Signs and Yield Signs. / 3714 Careless Driving,2406,,,0,0
265967733,21207736,26,2021-11-15T10:00:00,"400 Block Natchez St Pittsburgh, PA 15211",N,Mount Washington,3,CRIMINAL TRESPASS,3503 Criminal Trespass,1914,2,5,-80.0120889948641,40.4287073695018
265973043,21207739,10,2021-11-15T11:00:00,"100 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,TERRORISTIC THREATS,2706 Terroristic Threats.,404,,,-79.8783824278341,40.4433210032603
265975439,21207773,27,2021-11-15T11:45:00,"Avery St & Nash St Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2304,1,1,-79.9980576517706,40.4533457503643
265981228,21207777,6,2021-11-10T00:01:00,"2000 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,3,3,-79.976432641371,40.4303408118696
265986386,21207821,6,2021-11-15T13:00:00,"3700 Block Childs St Pittsburgh, PA 15213",N,South Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle,409,3,3,-79.9526035076909,40.4301624929313
265988706,21207835,0,2021-11-11T09:50:00,"Saw Mill Run Blvd & Library Rd Pittsburgh, PA 15227",N,Overbrook,3,99,9999 9999 - (Misc. Incident): ,3204,4,5,-79.9959750614578,40.3824894539496
265990484,21207836,6,2021-11-15T00:01:00,"2400 Block Saw Mill Run Blvd Pittsburgh, PA 15227",N,Overbrook,3,THEFT FROM AUTO,3934 Theft from Vehicle,3204,4,5,-79.9951515058078,40.3851656796478
-3417088451,21201440,14,2021-11-04T11:35:00,"2000 Block Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1702,3,3,-79.976432641371,40.4303408118696
265262992,21198296,3,2021-10-30T03:54:00,"100 Block Parkfield St Pittsburgh, PA 15210",Y,Carrick,3,ROBBERY,3701 Robbery. / 3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault. / 3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 6110.1 Possesion of Firearm by Minor / 903 Criminal Conspiracy.,2901,4,3,-79.9873681392311,40.3913062841892
-3351033805,21201389,0,2021-11-04T10:20:00,"3800 Block Wilksboro Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,99,9999 9999 - (Misc. Incident): ,2701,1,1,-80.0467514998513,40.4833592175112
265281517,21201489,99,2021-11-04T13:13:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,FOUND PROPERTY,9489 Found Property,1702,3,3,-79.9818723137217,40.4285931755254
265296151,21201460,6,2021-11-04T12:11:00,"2300 Block E Carson St Pittsburgh, PA 15203",Y,Central Business District,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1609,3,3,-79.9729281846314,40.4281041224505
265302808,21201607,14,2021-11-04T16:45:00,"2200 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1408,5,3,-79.9232856834003,40.4322518345393
265303291,21201566,27,2021-11-04T15:54:00,"300 Block Semple St Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,405,3,3,-79.9570917882876,40.4388094364452
265321802,21201680,10,2021-11-04T19:13:00,"7300 Block Kelly St Pittsburgh, PA 15208",N,Homewood South,5,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 8106 Shots Fired,1303,9,2,-79.8948371053259,40.455034841235
265334623,21201866,0,2021-11-05T04:05:00,"600 Block S Millvale Ave Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,804,7,2,-79.9471234371049,40.4587351829053
266448849,21211024,99,2021-11-21T01:58:00,"2700 Block S 18th St Pittsburgh, PA 15210",Y,South Side Slopes,3,DUI - GENERAL IMPAIRMENT,9501 Bench Warrant / 3802(a)(1) DUI - General Impairment / 3714 Careless Driving,1706,3,3,-79.9876518461803,40.4194689395277
266485993,21210991,23,2021-11-21T00:57:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,2205,1,1,-80.0096363483307,40.4549103553127
266491295,21211400,5,2021-11-21T20:55:00,"2200 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,BURGLARY,3502 Burglary.,1609,3,3,-79.9745181768241,40.4282431397251
265502298,21203594,4,2021-11-08T08:55:00,"Birmingham Brg Ramp & Forbes Ave Pittsburgh, PA 15219",Y,Bluff,2,AGG-ASSAULT,2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,103,,,0,0
265981259,21207800,27,2021-11-15T07:30:00,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2019,7,2,-79.9579476679689,40.4673830136992
266274627,21209499,27,2021-11-17T17:40:00,"600 Block Smithfield St Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,6,6,-79.9974088316752,40.4415332222525
266278554,21209501,14,2021-11-18T07:30:00,"1800 Block Crosby Ave Pittsburgh, PA 15216",N,Beechview,6,CRIM MISCHIEF,3304 Criminal Mischief.,1920,4,5,-80.0256797622073,40.4061892834812
266286514,21209528,6,2021-11-14T17:00:00,"100 Block Art Rooney Ave Pittsburgh, PA 15212",N,North Shore,1,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",2205,1,6,-80.0157793215862,40.4467840308319
266301659,21209562,6,2021-11-10T14:00:00,"3300 Block Webster Ave Pittsburgh, PA 15219",N,Upper Hill,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,506,6,3,-79.9645154008401,40.4528424936221
266544382,21211625,6,2021-11-22T10:13:00,"200 Block Federal St Pittsburgh, PA 15212",N,North Shore,1,THEFT FROM AUTO,3934 Theft from Vehicle,2205,1,6,-80.0039635417819,40.4484213102204
-3416024281,21200435,6,2021-11-02T16:00:00,"700 Block W General Robinson St Pittsburgh, PA 15212",Y,Brighton Heights,1,THEFT FROM AUTO,3934 Theft from Vehicle,2701,,,0,0
265102240,21200509,27,2021-11-02T18:30:00,"Birmingham Brg & 5th Ave Pittsburgh, PA 15219",N,Bluff,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,103,6,3,-79.9726464700477,40.4377025073326
265120122,21200723,27,2021-11-03T06:53:00,"800 Block Crane Ave Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1916,,,0,0
265121373,21200297,0,2021-11-02T11:33:00,"20 Block Beltzhoover Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,"5532(a)(2) Neglect of Animals - Neglect of Animals, Shelter/Protection, Bodily Injury",1807,3,5,-79.9977146216482,40.4252015946222
265121962,21200739,10,2021-11-03T02:00:00,"5600 Block Jackson St Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT,2709(a) Harassment.,1102,7,2,-79.9256767923334,40.472803048772
265125347,21200766,6,2021-11-03T00:48:00,"300 Block Amber St Pittsburgh, PA 15206",N,East Liberty,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",1115,7,2,-79.9317206274976,40.4602983528851
265128965,21200783,11,2021-11-02T17:00:00,"200 Block Bausman St Pittsburgh, PA 15210",N,Knoxville,3,IDENTITY THEFT,4120 Identity Theft,3001,3,5,-79.9905539115555,40.4143643410994
265136440,21200828,0,2021-11-01T09:10:00,"N Craig St & Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): Traffic Incident,507,8,3,-79.9520210829864,40.4518918447243
-3270902073,21208934,99,2021-11-17T11:35:00,"1600 Block Bingham St Pittsburgh, PA 15203",N,South Side Flats,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1702,3,3,-79.9825033064674,40.4294114943283
-3542039630,21209054,99,2021-11-17T15:28:00,"20 Block Wabash St Pittsburgh, PA 15220",Y,West End,6,MENTAL 201/302,9498 302 (Mental),2019,2,5,-80.034833222947,40.4409474928395
-3564022444,21209029,10,2021-11-17T14:55:00,"200 Block Glenwood Ave Pittsburgh, PA 15207",N,Hazelwood,4,HARRASSMENT,2709 Harassment (Non-Specific),1515,5,3,-79.9388808045147,40.4013401328404
266221171,21209194,10,2021-11-17T19:30:00,"1000 Block Brushton Ave Pittsburgh, PA 15221",N,Homewood North,5,SIMPLE ASSAULT,"2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 903 Criminal Conspiracy.",1301,9,2,-79.887729584877,40.4565467004881
266229890,21209280,3,2021-11-17T23:10:00,"9th St & Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-79.9983479705708,40.4437507921756
266233999,21209346,14,2021-11-18T02:39:00,"100 Block Claus Ave Pittsburgh, PA 15227",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2904,4,3,-79.9795858419845,40.3832905419455
265076320,21200361,6,2021-11-02T12:30:00,"4900 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1515,5,3,-79.9443669504557,40.4097751007678
266412417,21208279,99,2021-11-11T15:05:00,"7000 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1201,9,2,-79.8981879623688,40.4713865299518
265382720,21202305,20,2021-11-05T19:00:00,"7100 Block Idlewild St Pittsburgh, PA 15208",Y,Homewood North,5,INTERFER/CUSTODY OF CHILDREN,4304(a)(1) Endangering Welfare of Children. / 2904 Interference with Custody of Children. / 2901 Kidnapping. / 903 Criminal Conspiracy.,1302,9,2,-79.8981961366599,40.4586745531367
265394092,21202617,0,2021-11-06T11:08:00,"2600 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,501,6,3,-79.9683796165261,40.4465060729526
265406875,21202720,6,2021-11-06T10:00:00,"3300 Block Forbes Ave Pittsburgh, PA 15213",N,South Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,409,3,3,-79.9630812696343,40.4371294554664
265408057,21202724,6,2021-11-06T15:00:00,"100 Block Oakville Dr Pittsburgh, PA 15220",N,Banksville,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2023,2,5,-80.0414369686178,40.4173570276031
265410009,21202759,10,2021-11-06T15:57:00,"300 Block 3rd Ave Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",201,6,6,-80.0016135598372,40.4388661313797
265415014,21202799,3,2021-11-06T17:18:00,"700 Block Sherwood Ave Pittsburgh, PA 15204",N,Sheraden,6,ROBBERY,3701 Robbery.,2018,,,0,0
265418548,21202781,99,2021-11-06T16:51:00,"500 Block Rossmore Ave Pittsburgh, PA 15226",N,Brookline,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1919,4,5,-80.0227293000949,40.3978038486832
265422981,21202907,3,2021-11-06T21:45:00,"1200 Block Chartiers Ave Pittsburgh, PA 15220",N,Crafton Heights,6,ROBBERY,3701 Robbery.,2814,2,5,-80.0434680746212,40.4457631281446
265440660,21203100,26,2021-11-07T07:57:00,"300 Block Sheridan Ave Pittsburgh, PA 15206",Y,East Liberty,5,CRUELTY TO ANIMALS,5511 Cruelty to Animals.,1115,,,0,0
265447650,21203214,10,2021-11-07T13:10:00,"7400 Block Race St Pittsburgh, PA 15208",Y,Homewood North,5,HARRASSMENT,2709(a) Harassment.,1302,9,2,-79.891305555528,40.4578406781237
266809821,21212883,12,2021-11-23T00:01:00,"1900 Block Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT-FAIL MAKE DISP FUNDS REC,3927 Theft by Failure to Make Required Disp. of Funds,1702,3,3,-79.9790091928911,40.4295908084704
266812811,21212898,27,2021-11-24T14:04:00,"Keystone St & Mc Candless St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1011,7,2,-79.951941299697,40.4805242240187
266814416,21212910,6,2021-11-24T13:00:00,"5700 Block Woodmont St Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT FROM AUTO,3934 Theft from Vehicle,1403,8,3,-79.9254279649937,40.4418675988027
266814808,21212912,6,2021-11-18T11:00:00,"5600 Block Phillips Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,1413,5,3,-79.927459764613,40.4310266690662
266816144,21212921,27,2021-11-24T15:30:00,"Corday Way & Cedarville St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,802,7,2,-79.9486399980232,40.4620197170416
266816564,21212922,99,2021-11-18T00:01:00,"200 Block Craft Ave Pittsburgh, PA 15213",N,South Oakland,4,LOST PROPERTY,9504 Lost Property,409,6,3,-79.9630978239706,40.4370910611288
266817376,21212935,11,2021-11-23T00:01:00,"100 Block S 17th St Pittsburgh, PA 15203",N,South Side Flats,3,CREDIT CARDS,4106 Access Device Fraud,1702,7,6,-79.9860598010129,40.4496917334546
266817396,21212936,10,2021-11-24T00:01:00,"2800 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HARRASSMENT,2709 Harassment (Non-Specific),1414,,,0,0
266818379,21212945,6,2021-11-23T21:00:00,"100 Block Oak Hill Dr Pittsburgh, PA 15213",N,Terrace Village,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,510,6,3,-79.9677837360095,40.4396931623976
266818536,21212911,10,2021-11-24T00:01:00,"700 Block N Negley Ave Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1113,9,2,-79.9266960314998,40.4698183744927
266819258,21212941,6,2021-11-24T16:48:00,"3100 Block Banksville Ave Pittsburgh, PA 15216",N,Banksville,6,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2023,2,5,-80.0434542351477,40.4010772517516
266828666,21213037,6,2021-11-24T19:00:00,"400 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2304,1,1,-80.0015589134548,40.4534470594398
265350034,21201980,0,2021-11-05T10:00:00,"3000 Block Pioneer Ave Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): ,1918,4,5,-80.0285329382489,40.3945520191713
265659664,21204773,6,2021-11-10T07:30:00,"100 Block Wabash St Pittsburgh, PA 15220",N,West End,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2019,2,5,-80.0345600461129,40.438190894928
265661629,21204753,6,2021-11-10T07:34:00,"100 Block Wabash St Pittsburgh, PA 15220",N,West End,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2019,2,5,-80.0345600461129,40.438190894928
265844411,21206146,18,2021-11-12T12:20:00,"5800 Block Baum Blvd Pittsburgh, PA 15206",N,East Liberty,4,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,1113,7,2,-79.9307162018236,40.4590190782052
265966245,21207707,10,2021-11-15T10:05:00,"2100 Block Rhine St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2620,1,1,-79.9936135100542,40.466590276641
266712165,21212410,10,2021-11-23T17:45:00,"300 Block Edith St Pittsburgh, PA 15211",N,Duquesne Heights,3,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,1911,2,5,-80.0239383692004,40.4377029173791
265012875,21199971,0,2021-11-01T20:10:00,"40 Block Watson Blvd Pittsburgh, PA 15214",N,Perry North,1,99,9994 PFA Service,2607,1,1,-80.0099521317807,40.4783502985052
265022947,21200092,0,2021-11-02T01:36:00,"2900 Block Mullins St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9998 Overdose Other,2715,1,1,-80.0319630518536,40.4704113247902
-3394241436,21200142,3,2021-11-02T05:30:00,"7700 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,ROBBERY,3701 Robbery.,1405,9,3,-79.893871347431,40.4463971633631
265047943,21200219,10,2021-11-02T09:00:00,"Grant St Ramp & Grant St Pittsburgh, PA 15219",N,Central Business District,2,HARRASSMENT,2709 Harassment (Non-Specific),201,6,6,-79.9990996771836,40.4360442007921
265053862,21200204,18,2021-11-02T09:18:00,"200 Block East Ohio St Pittsburgh, PA 15212",Y,Allegheny Center,1,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,2204,,,0,0
265054418,21200251,6,2021-11-02T10:37:00,"5200 Block Beeler St Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1401,8,3,-79.9360741896281,40.4451220740113
265067252,21200274,99,2021-11-01T23:11:00,"3400 Block Milwaukee St Pittsburgh, PA 15219",N,Upper Hill,2,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,506,6,3,-79.9612960010175,40.4541523992367
266090313,21208410,11,2021-11-16T10:05:00,"5100 Block Hillcrest St Pittsburgh, PA 15224",N,Garfield,5,CREDIT CARDS,4106 Access Device Fraud,1016,9,2,-79.9413590665071,40.4686429524699
266090634,21208456,6,2021-11-16T05:10:00,"100 Block N Negley Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,7,2,-79.924731373482,40.4742835282836
266101507,21208487,0,2021-11-16T18:00:00,"1700 Block Haug St Pittsburgh, PA 15212",N,Spring Garden,1,99,9999 9999 - (Misc. Incident): ,2412,1,1,-79.9863128048926,40.4669706855689
266109149,21208148,0,2021-11-16T02:30:00,"Forbes Ave & Armstrong Tunl Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,6,6,-79.9922531956206,40.4379868411659
266114897,21208661,99,2021-11-16T22:40:00,"300 Block Heldman St Pittsburgh, PA 15219",N,Central Business District,2,MENTAL 201/302,9498 302 (Mental),201,,,0,0
-3382004610,21208917,5,2021-11-17T04:38:00,"1100 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,BURGLARY,3502 Burglary.,203,7,6,-79.9935642386456,40.4460104298083
266197111,21209049,0,2021-11-17T15:24:00,"600 Block S Braddock Ave Pittsburgh, PA 15221",N,Regent Square,4,99,9999 9999 - (Misc. Incident): ,1410,5,3,-79.8976444094768,40.4396405959663
-3251014388,21208986,6,2021-11-17T13:21:00,"700 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1113,9,2,-79.9207220303821,40.4684653464108
266224048,21208575,10,2021-11-15T20:49:00,"200 Block Johnston Ave Pittsburgh, PA 15207",Y,Hazelwood,4,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1515,5,3,-79.9417473406889,40.406195916186
265134175,21200794,0,2021-11-03T09:30:00,"500 Block Crane Ave Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): ,1916,4,5,-80.0205109182843,40.4170641499677
265992300,21207855,6,2021-11-13T00:01:00,"2900 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2715,1,1,-80.0270291384734,40.471795139598
